Country,Date,Total_Cases,Total_Deaths,New_Cases,Rolling_Avg,is_outbreak,Lag_1,Lag_2,Lag_3,Rolling_Max,Rolling_Std,Rate_of_Change,Month,Week_of_Year,Season,Country_Code
Guinea,2014-08-29,648.0,430.0,648.0,648.0,0,,,,648.0,0.0,0.0,8,35,2,0
Guinea,2014-09-05,812.0,517.0,164.0,406.0,0,648.0,,,648.0,342.239682094289,-0.7469135802469136,9,36,3,0
Guinea,2014-09-08,862.0,555.0,50.0,287.3333333333333,0,164.0,648.0,,648.0,317.5048556059156,-0.6951219512195121,9,37,3,0
Guinea,2014-09-12,861.0,557.0,0.0,215.5,0,50.0,164.0,648.0,648.0,296.38882120170007,-1.0,9,37,3,0
Guinea,2014-09-16,936.0,595.0,75.0,72.25,0,0.0,50.0,164.0,164.0,68.65554116991098,10.0,9,38,3,0
Guinea,2014-09-18,942.0,601.0,6.0,32.75,0,75.0,0.0,50.0,75.0,35.92005011132372,-0.92,9,38,3,0
Guinea,2014-09-22,1008.0,632.0,66.0,36.75,0,6.0,75.0,0.0,75.0,39.220530338076856,10.0,9,39,3,0
Guinea,2014-09-24,1022.0,635.0,14.0,40.25,0,66.0,6.0,75.0,75.0,35.27392804891464,-0.7878787878787878,9,39,3,0
Guinea,2014-09-26,1074.0,648.0,52.0,34.5,0,14.0,66.0,6.0,66.0,29.0459406228594,2.7142857142857144,9,39,3,0
Guinea,2014-10-01,1157.0,710.0,83.0,53.75,0,52.0,14.0,66.0,83.0,29.375443259067154,0.5961538461538463,10,40,3,0
Guinea,2014-10-03,1199.0,739.0,42.0,47.75,0,83.0,52.0,14.0,83.0,28.476598579652624,-0.49397590361445787,10,40,3,0
Guinea,2014-10-08,1298.0,768.0,99.0,69.0,0,42.0,83.0,52.0,99.0,26.545558322752864,1.3571428571428572,10,41,3,0
Guinea,2014-10-10,1350.0,778.0,52.0,69.0,0,99.0,42.0,83.0,99.0,26.545558322752864,-0.4747474747474747,10,41,3,0
Guinea,2014-10-15,1472.0,843.0,122.0,78.75,0,52.0,99.0,42.0,122.0,38.06463800782393,1.3461538461538463,10,42,3,0
Guinea,2014-10-17,1519.0,862.0,47.0,80.0,0,122.0,52.0,99.0,122.0,36.5057073163454,-0.6147540983606558,10,42,3,0
Guinea,2014-10-22,1540.0,904.0,21.0,60.5,0,47.0,122.0,52.0,122.0,43.19336368780132,-0.5531914893617021,10,43,3,0
Guinea,2014-10-25,1553.0,926.0,13.0,50.75,0,21.0,47.0,122.0,122.0,49.668064857276995,-0.38095238095238093,10,43,3,0
Guinea,2014-10-29,1906.0,997.0,353.0,108.5,1,13.0,21.0,47.0,353.0,163.64494085264803,10.0,10,44,3,0
Guinea,2014-10-31,1667.0,1018.0,0.0,96.75,0,353.0,13.0,21.0,353.0,171.05237989185264,-1.0,10,44,3,0
Guinea,2014-11-05,1731.0,1041.0,64.0,107.5,0,0.0,353.0,13.0,353.0,165.9809225985525,10.0,11,45,3,0
Guinea,2014-11-07,1760.0,1054.0,29.0,111.5,0,64.0,0.0,353.0,353.0,163.1124356591694,-0.546875,11,45,3,0
Guinea,2014-11-12,1878.0,1142.0,118.0,52.75,1,29.0,64.0,0.0,118.0,50.76333979031203,3.068965517241379,11,46,3,0
Guinea,2014-11-14,1919.0,1166.0,41.0,63.0,0,118.0,29.0,64.0,118.0,39.43771460586101,-0.652542372881356,11,46,3,0
Guinea,2014-11-19,1971.0,1192.0,52.0,60.0,0,41.0,118.0,29.0,118.0,39.79112128771119,0.2682926829268293,11,47,3,0
Guinea,2014-11-21,2047.0,1214.0,76.0,71.75,0,52.0,41.0,118.0,118.0,34.12110783664578,0.46153846153846145,11,47,3,0
Guinea,2014-11-26,2134.0,1260.0,87.0,64.0,0,76.0,52.0,41.0,87.0,21.181753153756574,0.14473684210526305,11,48,3,0
Guinea,2014-12-01,2155.0,1312.0,21.0,59.0,0,87.0,76.0,52.0,87.0,29.246082358725303,-0.7586206896551724,12,49,0,0
Guinea,2014-12-03,2164.0,1327.0,9.0,48.25,0,21.0,87.0,76.0,87.0,38.964727639238156,-0.5714285714285714,12,49,0,0
Guinea,2014-12-10,2292.0,1428.0,128.0,61.25,1,9.0,21.0,87.0,128.0,56.18051263561066,10.0,12,50,0,0
Guinea,2014-12-15,2394.0,1518.0,102.0,65.0,0,128.0,9.0,21.0,128.0,58.906705900092646,-0.203125,12,51,0,0
Guinea,2014-12-17,2416.0,1525.0,22.0,65.25,0,102.0,128.0,9.0,128.0,58.65932719241397,-0.7843137254901961,12,51,0,0
Guinea,2014-12-22,2571.0,1586.0,155.0,101.75,0,22.0,102.0,128.0,155.0,57.40136467599596,6.045454545454546,12,52,0,0
Guinea,2014-12-23,2597.0,1607.0,26.0,76.25,0,155.0,22.0,102.0,155.0,64.11643055151056,-0.832258064516129,12,52,0,0
Guinea,2014-12-24,2597.0,1607.0,0.0,50.75,0,26.0,155.0,22.0,155.0,70.43377504199727,-1.0,12,52,0,0
Guinea,2014-12-26,2630.0,1654.0,33.0,53.5,0,0.0,26.0,155.0,155.0,69.13995468130814,10.0,12,52,0,0
Guinea,2014-12-29,2695.0,1697.0,65.0,31.0,1,33.0,0.0,26.0,65.0,26.745716167890194,0.9696969696969697,12,1,0,0
Guinea,2014-12-30,2706.0,1708.0,11.0,27.25,0,65.0,33.0,0.0,65.0,28.66327499315706,-0.8307692307692307,12,1,0,0
Guinea,2014-12-31,2707.0,1709.0,1.0,27.5,0,11.0,65.0,33.0,65.0,28.349015268024324,-0.9090909090909091,12,1,0,0
Guinea,2015-01-02,2730.0,1739.0,23.0,25.0,0,1.0,11.0,65.0,65.0,28.142494558940747,10.0,1,1,0,0
Guinea,2015-01-05,2769.0,1767.0,39.0,18.5,1,23.0,1.0,11.0,39.0,16.36052158907766,0.6956521739130435,1,2,0,0
Guinea,2015-01-06,2775.0,1781.0,6.0,17.25,0,39.0,23.0,1.0,39.0,17.289206652321447,-0.8461538461538461,1,2,0,0
Guinea,2015-01-07,2775.0,1781.0,0.0,17.0,0,6.0,39.0,23.0,39.0,17.60681686165928,-1.0,1,2,0,0
Guinea,2015-01-08,2776.0,1786.0,1.0,11.5,0,0.0,6.0,39.0,39.0,18.52025917745239,10.0,1,2,0,0
Guinea,2015-01-09,2793.0,1797.0,17.0,6.0,0,1.0,0.0,6.0,17.0,7.7888809636992296,10.0,1,2,0,0
Guinea,2015-01-12,2799.0,1807.0,6.0,6.0,0,17.0,1.0,0.0,17.0,7.7888809636992296,-0.6470588235294117,1,3,0,0
Guinea,2015-01-13,2799.0,1807.0,0.0,6.0,0,6.0,17.0,1.0,17.0,7.7888809636992296,-1.0,1,3,0,0
Guinea,2015-01-14,2806.0,1814.0,7.0,7.5,0,0.0,6.0,17.0,17.0,7.04745817062267,10.0,1,3,0,0
Guinea,2015-01-15,2817.0,1821.0,11.0,6.0,0,7.0,0.0,6.0,11.0,4.546060565663004,0.5714285714285714,1,3,0,0
Guinea,2015-01-16,2825.0,1829.0,8.0,6.5,0,11.0,7.0,0.0,11.0,4.6547466812573415,-0.2727272727272727,1,3,0,0
Guinea,2015-01-19,2873.0,1875.0,48.0,18.5,1,8.0,11.0,7.0,48.0,19.73997635932415,5.0,1,4,0,0
Guinea,2015-01-20,2871.0,1876.0,0.0,16.75,0,48.0,8.0,11.0,48.0,21.34439817219832,-1.0,1,4,0,0
Guinea,2015-01-21,2871.0,1876.0,0.0,14.0,0,0.0,48.0,8.0,48.0,22.978250586152324,0.0,1,4,0,0
Guinea,2015-01-22,2873.0,1879.0,2.0,12.5,0,0.0,0.0,48.0,48.0,23.685438564654227,10.0,1,4,0,0
Guinea,2015-01-23,2873.0,1880.0,0.0,0.5,0,2.0,0.0,0.0,2.0,1.0000000000048253,-1.0,1,4,0,0
Guinea,2015-01-26,2909.0,1906.0,36.0,9.5,1,0.0,2.0,0.0,36.0,17.691806012954405,10.0,1,5,0,0
Guinea,2015-01-27,2917.0,1910.0,8.0,11.5,0,36.0,0.0,2.0,36.0,16.68332500832322,-0.7777777777777778,1,5,0,0
Guinea,2015-01-28,2917.0,1910.0,0.0,11.0,0,8.0,36.0,0.0,36.0,17.088007490635345,-1.0,1,5,0,0
Guinea,2015-01-29,2921.0,1911.0,4.0,12.0,0,0.0,8.0,36.0,36.0,16.329931618554816,10.0,1,5,0,0
Guinea,2015-01-30,2920.0,1913.0,0.0,3.0,0,4.0,0.0,8.0,8.0,3.829708431026614,-1.0,1,5,0,0
Guinea,2015-02-02,2959.0,1937.0,39.0,10.75,1,0.0,4.0,0.0,39.0,18.927493230747952,10.0,2,6,0,0
Guinea,2015-02-03,2975.0,1944.0,16.0,14.75,0,39.0,0.0,4.0,39.0,17.538053863908132,-0.5897435897435898,2,6,0,0
Guinea,2015-02-04,2975.0,1944.0,0.0,13.75,0,16.0,39.0,0.0,39.0,18.44586674569698,-1.0,2,6,0,0
Guinea,2015-02-05,2986.0,1947.0,11.0,16.5,0,0.0,16.0,39.0,39.0,16.42153058233843,10.0,2,6,0,0
Guinea,2015-02-06,2988.0,1957.0,2.0,7.25,0,11.0,0.0,16.0,16.0,7.544313531838157,-0.8181818181818181,2,6,0,0
Guinea,2015-02-10,3044.0,1995.0,56.0,17.25,1,2.0,11.0,0.0,56.0,26.272609310839485,10.0,2,7,0,0
Guinea,2015-02-11,3044.0,1995.0,0.0,17.25,0,56.0,2.0,11.0,56.0,26.272609310839485,-1.0,2,7,0,0
Guinea,2015-02-12,3068.0,2018.0,24.0,20.5,0,0.0,56.0,2.0,56.0,26.044833140823595,10.0,2,7,0,0
Guinea,2015-02-13,3081.0,2032.0,13.0,23.25,0,24.0,0.0,56.0,56.0,23.935677693908655,-0.45833333333333337,2,7,0,0
Guinea,2015-02-16,3101.0,2052.0,20.0,14.25,0,13.0,24.0,0.0,24.0,10.531698185320177,0.5384615384615385,2,8,0,0
Guinea,2015-02-17,3108.0,2057.0,7.0,16.0,0,20.0,13.0,24.0,24.0,7.527726527091451,-0.65,2,8,0,0
Guinea,2015-02-18,3108.0,2057.0,0.0,10.0,0,7.0,20.0,13.0,20.0,8.524474568363514,-1.0,2,8,0,0
Guinea,2015-02-19,3115.0,2067.0,7.0,8.5,0,0.0,7.0,20.0,20.0,8.346656017033187,10.0,2,8,0,0
Guinea,2015-02-20,3120.0,2072.0,5.0,4.75,0,7.0,0.0,7.0,7.0,3.3040379336012937,-0.2857142857142857,2,8,0,0
Guinea,2015-02-23,3155.0,2086.0,35.0,11.75,1,5.0,7.0,0.0,35.0,15.77709309938546,6.0,2,9,0,0
Guinea,2015-02-25,3155.0,2091.0,0.0,11.75,0,35.0,5.0,7.0,35.0,15.77709309938546,-1.0,2,9,0,0
Guinea,2015-02-26,3175.0,2101.0,20.0,15.0,0,0.0,35.0,5.0,35.0,15.811388300842202,10.0,2,9,0,0
Guinea,2015-02-27,3190.0,2113.0,15.0,17.5,0,20.0,0.0,35.0,35.0,14.43375672974098,-0.25,2,9,0,0
Guinea,2015-03-02,3205.0,2127.0,15.0,12.5,0,15.0,20.0,0.0,20.0,8.660254037844945,0.0,3,10,1,0
Guinea,2015-03-04,3205.0,2127.0,0.0,12.5,0,15.0,15.0,20.0,20.0,8.660254037844945,-1.0,3,10,1,0
Guinea,2015-03-05,3237.0,2141.0,32.0,15.5,1,0.0,15.0,15.0,32.0,13.07669683062239,10.0,3,10,1,0
Guinea,2015-03-06,3248.0,2147.0,11.0,14.5,0,32.0,0.0,15.0,32.0,13.279056191361757,-0.65625,3,10,1,0
Guinea,2015-03-10,3285.0,2170.0,37.0,20.0,0,11.0,32.0,0.0,37.0,17.454703282115005,2.3636363636363638,3,11,1,0
Guinea,2015-03-11,3285.0,2170.0,0.0,20.0,0,37.0,11.0,32.0,37.0,17.454703282115005,-1.0,3,11,1,0
Guinea,2015-03-12,3330.0,2187.0,45.0,23.25,0,0.0,37.0,11.0,45.0,21.2347984842493,10.0,3,11,1,0
Guinea,2015-03-13,3331.0,2192.0,1.0,20.75,0,45.0,0.0,37.0,45.0,23.613202521753436,-0.9777777777777777,3,11,1,0
Guinea,2015-03-16,3373.0,2216.0,42.0,22.0,0,1.0,45.0,0.0,45.0,24.8596057893123,10.0,3,12,1,0
Guinea,2015-03-17,3389.0,2224.0,16.0,26.0,0,42.0,1.0,45.0,45.0,21.150256105620638,-0.6190476190476191,3,12,1,0
Guinea,2015-03-18,3389.0,2224.0,0.0,14.75,0,16.0,42.0,1.0,42.0,19.585283590832763,-1.0,3,12,1,0
Guinea,2015-03-20,3404.0,2241.0,15.0,18.25,0,0.0,16.0,42.0,42.0,17.442763542512687,10.0,3,12,1,0
Guinea,2015-03-23,3420.0,2261.0,16.0,11.75,0,15.0,0.0,16.0,16.0,7.847504911329655,0.06666666666666665,3,13,1,0
Guinea,2015-03-24,3429.0,2263.0,9.0,10.0,0,16.0,15.0,0.0,16.0,7.348469228350196,-0.4375,3,13,1,0
Guinea,2015-03-25,3429.0,2263.0,0.0,10.0,0,9.0,16.0,15.0,16.0,7.348469228350196,-1.0,3,13,1,0
Guinea,2015-03-26,3459.0,2273.0,30.0,13.75,1,0.0,9.0,16.0,30.0,12.658988901172547,10.0,3,13,1,0
Guinea,2015-03-27,3466.0,2276.0,7.0,11.5,0,30.0,0.0,9.0,30.0,12.922847983320462,-0.7666666666666666,3,13,1,0
Guinea,2015-04-07,3515.0,2333.0,49.0,21.5,1,7.0,30.0,0.0,49.0,22.36813209307704,6.0,4,15,1,0
Guinea,2015-04-09,3515.0,2335.0,0.0,21.5,0,49.0,7.0,30.0,49.0,22.36813209307704,-1.0,4,15,1,0
Guinea,2015-04-13,3541.0,2342.0,26.0,20.5,0,0.0,49.0,7.0,49.0,21.946905628508915,10.0,4,16,1,0
Guinea,2015-04-14,3548.0,2346.0,7.0,20.5,0,26.0,0.0,49.0,49.0,21.946905628508915,-0.7307692307692308,4,16,1,0
Guinea,2015-04-15,3548.0,2346.0,0.0,8.25,0,7.0,26.0,0.0,26.0,12.284814474247316,-1.0,4,16,1,0
Guinea,2015-04-16,3566.0,2348.0,18.0,12.75,0,0.0,7.0,26.0,26.0,11.52894907034793,10.0,4,16,1,0
Guinea,2015-04-17,3569.0,2351.0,3.0,7.0,0,18.0,0.0,7.0,18.0,7.874007874012427,-0.8333333333333334,4,16,1,0
Guinea,2015-04-20,3565.0,2357.0,0.0,5.25,0,3.0,18.0,0.0,18.0,8.616843969807604,-1.0,4,17,1,0
Guinea,2015-04-21,3565.0,2358.0,0.0,5.25,0,0.0,3.0,18.0,18.0,8.616843969807604,0.0,4,17,1,0
Guinea,2015-04-22,3565.0,2358.0,0.0,0.75,0,0.0,0.0,3.0,3.0,1.5000000000032272,0.0,4,17,1,0
Guinea,2015-04-23,3568.0,2362.0,3.0,0.75,0,0.0,0.0,0.0,3.0,1.5000000000032272,10.0,4,17,1,0
Guinea,2015-04-24,3576.0,2365.0,8.0,2.75,0,3.0,0.0,0.0,8.0,3.774917217636658,1.6666666666666665,4,17,1,0
Guinea,2015-04-27,3585.0,2374.0,9.0,5.0,0,8.0,3.0,0.0,9.0,4.242640687120427,0.125,4,18,1,0
Guinea,2015-04-28,3584.0,2377.0,0.0,5.0,0,9.0,8.0,3.0,9.0,4.242640687120427,-1.0,4,18,1,0
Guinea,2015-04-30,3581.0,2381.0,0.0,4.25,0,0.0,9.0,8.0,9.0,4.924428900899036,0.0,4,18,1,0
Guinea,2015-05-01,3578.0,2383.0,0.0,2.25,0,0.0,0.0,9.0,9.0,4.5000000000010765,0.0,5,18,1,0
Guinea,2015-05-04,3591.0,2385.0,13.0,3.25,0,0.0,0.0,0.0,13.0,6.500000000000745,10.0,5,19,1,0
Guinea,2015-05-05,3589.0,2386.0,0.0,3.25,0,13.0,0.0,0.0,13.0,6.500000000000745,-1.0,5,19,1,0
Guinea,2015-05-06,3589.0,2386.0,0.0,3.25,0,0.0,13.0,0.0,13.0,6.500000000000745,0.0,5,19,1,0
Guinea,2015-05-07,3592.0,2387.0,3.0,4.0,0,0.0,0.0,13.0,13.0,6.164414002969762,10.0,5,19,1,0
Guinea,2015-05-08,3592.0,2387.0,0.0,0.75,0,3.0,0.0,0.0,3.0,1.5000000000032272,-1.0,5,19,1,0
Guinea,2015-05-11,3599.0,2391.0,7.0,2.5,0,0.0,3.0,0.0,7.0,3.31662479035686,10.0,5,20,1,0
Guinea,2015-05-12,3597.0,2392.0,0.0,2.5,0,7.0,0.0,3.0,7.0,3.31662479035686,-1.0,5,20,1,0
Guinea,2015-05-13,3599.0,2391.0,2.0,2.25,0,0.0,7.0,0.0,7.0,3.304037933601301,10.0,5,20,1,0
Guinea,2015-05-14,3615.0,2399.0,16.0,6.25,0,2.0,0.0,7.0,16.0,7.135591542869894,7.0,5,20,1,0
Guinea,2015-05-15,3619.0,2401.0,4.0,5.5,0,16.0,2.0,0.0,16.0,7.187952884283282,-0.75,5,20,1,0
Guinea,2015-05-18,3626.0,2405.0,7.0,7.25,0,4.0,16.0,2.0,16.0,6.184658438427275,0.75,5,21,1,0
Guinea,2015-05-19,3635.0,2407.0,9.0,9.0,0,7.0,4.0,16.0,16.0,5.099019513593737,0.2857142857142858,5,21,1,0
Guinea,2015-05-20,3635.0,2407.0,0.0,5.0,0,9.0,7.0,4.0,9.0,3.9157800414914794,-1.0,5,21,1,0
Guinea,2015-05-21,3649.0,2409.0,14.0,7.5,0,0.0,9.0,7.0,14.0,5.802298395177238,10.0,5,21,1,0
Guinea,2015-05-22,3647.0,2412.0,0.0,5.75,0,14.0,0.0,9.0,14.0,6.946221994725599,-1.0,5,21,1,0
Guinea,2015-05-25,3640.0,2418.0,0.0,3.5,0,0.0,14.0,0.0,14.0,7.000000000000691,0.0,5,22,1,0
Guinea,2015-05-26,3641.0,2420.0,1.0,3.75,0,0.0,0.0,14.0,14.0,6.849574196012212,10.0,5,22,1,0
Guinea,2015-05-27,3641.0,2420.0,0.0,0.25,0,1.0,0.0,0.0,1.0,0.5000000000096503,-1.0,5,22,1,0
Guinea,2015-05-28,3639.0,2423.0,0.0,0.25,0,0.0,1.0,0.0,1.0,0.5000000000096503,0.0,5,22,1,0
Guinea,2015-05-29,3644.0,2425.0,5.0,1.5,0,0.0,0.0,1.0,5.0,2.3804761428496453,10.0,5,22,1,0
Guinea,2015-06-01,3653.0,2428.0,9.0,3.5,0,5.0,0.0,0.0,9.0,4.358898943541782,0.8,6,23,2,0
Guinea,2015-06-02,3652.0,2429.0,0.0,3.5,0,9.0,5.0,0.0,9.0,4.358898943541782,-1.0,6,23,2,0
Guinea,2015-06-03,3652.0,2429.0,0.0,3.5,0,0.0,9.0,5.0,9.0,4.358898943541782,0.0,6,23,2,0
Guinea,2015-06-04,3657.0,2431.0,5.0,3.5,0,0.0,0.0,9.0,9.0,4.358898943541782,10.0,6,23,2,0
Guinea,2015-06-05,3664.0,2431.0,7.0,3.0,0,5.0,0.0,0.0,7.0,3.5590260840117947,0.3999999999999999,6,23,2,0
Guinea,2015-06-08,3669.0,2435.0,5.0,4.25,0,7.0,5.0,0.0,7.0,2.9860788111964385,-0.2857142857142857,6,24,2,0
Guinea,2015-06-09,3670.0,2437.0,1.0,4.5,0,5.0,7.0,5.0,7.0,2.5166114784255047,-0.8,6,24,2,0
Guinea,2015-06-10,3670.0,2437.0,0.0,3.25,0,1.0,5.0,7.0,7.0,3.3040379336012977,-1.0,6,24,2,0
Guinea,2015-06-11,3674.0,2440.0,4.0,2.5,0,0.0,1.0,5.0,5.0,2.380476142849646,10.0,6,24,2,0
Guinea,2015-06-12,3677.0,2440.0,3.0,2.0,0,4.0,0.0,1.0,4.0,1.8257418583531992,-0.25,6,24,2,0
Guinea,2015-06-15,3677.0,2443.0,0.0,1.75,0,3.0,4.0,0.0,4.0,2.061552812811173,-1.0,6,25,2,0
Guinea,2015-06-16,3678.0,2444.0,1.0,2.0,0,0.0,3.0,4.0,4.0,1.8257418583531992,10.0,6,25,2,0
Guinea,2015-06-17,3674.0,2444.0,0.0,1.0,0,1.0,0.0,3.0,3.0,1.4142135623765086,-1.0,6,25,2,0
Guinea,2015-06-18,3675.0,2445.0,1.0,0.5,0,0.0,1.0,0.0,1.0,0.5773502691979854,10.0,6,25,2,0
Guinea,2015-06-19,3674.0,2446.0,0.0,0.5,0,1.0,0.0,1.0,1.0,0.5773502691979854,-1.0,6,25,2,0
Guinea,2015-06-22,3698.0,2456.0,24.0,6.25,1,0.0,1.0,0.0,24.0,11.842719282327419,10.0,6,26,2,0
Guinea,2015-06-23,3718.0,2473.0,20.0,11.25,0,24.0,0.0,1.0,24.0,12.526638282742754,-0.16666666666666663,6,26,2,0
Guinea,2015-06-24,3718.0,2473.0,0.0,11.0,0,20.0,24.0,0.0,24.0,12.806248474866075,-1.0,6,26,2,0
Guinea,2015-06-25,3718.0,2480.0,0.0,11.0,0,0.0,20.0,24.0,24.0,12.806248474866075,0.0,6,26,2,0
Guinea,2015-06-26,3720.0,2480.0,2.0,5.5,0,0.0,0.0,20.0,20.0,9.712534856222806,10.0,6,26,2,0
Guinea,2015-06-29,3724.0,2482.0,4.0,1.5,0,2.0,0.0,0.0,4.0,1.9148542155151873,1.0,6,27,2,0
Guinea,2015-06-30,3729.0,2482.0,5.0,2.75,0,4.0,2.0,0.0,5.0,2.217355782610515,0.25,6,27,2,0
Guinea,2015-07-01,3729.0,2482.0,0.0,2.75,0,5.0,4.0,2.0,5.0,2.217355782610515,-1.0,7,27,2,0
Guinea,2015-07-02,3745.0,2490.0,16.0,6.25,0,0.0,5.0,4.0,16.0,6.849574196012209,10.0,7,27,2,0
Guinea,2015-07-03,3750.0,2492.0,5.0,6.5,0,16.0,0.0,5.0,16.0,6.757711644238477,-0.6875,7,27,2,0
Guinea,2015-07-06,3744.0,2498.0,0.0,5.25,0,5.0,16.0,0.0,16.0,7.544313531838155,-1.0,7,28,2,0
Guinea,2015-07-07,3748.0,2499.0,4.0,6.25,0,0.0,5.0,16.0,16.0,6.849574196012209,10.0,7,28,2,0
Guinea,2015-07-08,3748.0,2499.0,0.0,2.25,0,4.0,0.0,5.0,5.0,2.629955639678412,-1.0,7,28,2,0
Guinea,2015-07-09,3744.0,2505.0,0.0,1.0,0,0.0,4.0,0.0,4.0,2.0000000000024025,0.0,7,28,2,0
Guinea,2015-07-10,3751.0,2505.0,7.0,2.75,0,0.0,0.0,4.0,7.0,3.4034296427784363,10.0,7,28,2,0
Guinea,2015-07-13,3754.0,2506.0,3.0,2.5,0,7.0,0.0,0.0,7.0,3.3166247903568498,-0.5714285714285714,7,29,2,0
Guinea,2015-07-14,3760.0,2506.0,6.0,4.0,0,3.0,7.0,0.0,7.0,3.1622776601699014,1.0,7,29,2,0
Guinea,2015-07-15,3760.0,2506.0,0.0,4.0,0,6.0,3.0,7.0,7.0,3.1622776601699014,-1.0,7,29,2,0
Guinea,2015-07-16,3762.0,2506.0,2.0,2.75,0,0.0,6.0,3.0,6.0,2.500000000001924,10.0,7,29,2,0
Guinea,2015-07-17,3770.0,2509.0,8.0,4.0,0,2.0,0.0,6.0,8.0,3.651483716702425,3.0,7,29,2,0
Guinea,2015-07-20,3784.0,2511.0,14.0,6.0,0,8.0,2.0,0.0,14.0,6.32455532033752,0.75,7,30,2,0
Guinea,2015-07-21,3783.0,2512.0,0.0,6.0,0,14.0,8.0,2.0,14.0,6.32455532033752,-1.0,7,30,2,0
Guinea,2015-07-22,3783.0,2512.0,0.0,5.5,0,0.0,14.0,8.0,14.0,6.806859285554753,0.0,7,30,2,0
Guinea,2015-07-23,3788.0,2516.0,5.0,4.75,0,0.0,0.0,14.0,14.0,6.601767440113516,10.0,7,30,2,0
Guinea,2015-07-24,3787.0,2517.0,0.0,1.25,0,5.0,0.0,0.0,5.0,2.5000000000019242,-1.0,7,30,2,0
Guinea,2015-07-27,3792.0,2519.0,5.0,2.5,0,0.0,5.0,0.0,5.0,2.8867513459497958,10.0,7,31,2,0
Guinea,2015-07-28,3786.0,2520.0,0.0,2.5,0,5.0,0.0,5.0,5.0,2.8867513459497958,-1.0,7,31,2,0
Guinea,2015-07-29,3786.0,2520.0,0.0,1.25,0,0.0,5.0,0.0,5.0,2.5000000000019242,0.0,7,31,2,0
Guinea,2015-07-30,3785.0,2521.0,0.0,1.25,0,0.0,0.0,5.0,5.0,2.5000000000019242,0.0,7,31,2,0
Guinea,2015-07-31,3781.0,2521.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,31,2,0
Guinea,2015-08-03,3786.0,2522.0,5.0,1.25,0,0.0,0.0,0.0,5.0,2.5000000000019242,10.0,8,32,2,0
Guinea,2015-08-04,3784.0,2522.0,0.0,1.25,0,5.0,0.0,0.0,5.0,2.5000000000019242,-1.0,8,32,2,0
Guinea,2015-08-05,3784.0,2522.0,0.0,1.25,0,0.0,5.0,0.0,5.0,2.5000000000019242,0.0,8,32,2,0
Guinea,2015-08-06,3792.0,2524.0,8.0,3.25,0,0.0,0.0,5.0,8.0,3.9475730941102234,10.0,8,32,2,0
Guinea,2015-08-07,3795.0,2524.0,3.0,2.75,0,8.0,0.0,0.0,8.0,3.77491721763665,-0.625,8,32,2,0
Guinea,2015-08-10,3791.0,2524.0,0.0,2.75,0,3.0,8.0,0.0,8.0,3.77491721763665,-1.0,8,33,2,0
Guinea,2015-08-11,3787.0,2524.0,0.0,2.75,0,0.0,3.0,8.0,8.0,3.77491721763665,0.0,8,33,2,0
Guinea,2015-08-12,3787.0,2524.0,0.0,0.75,0,0.0,0.0,3.0,3.0,1.5000000000032057,0.0,8,33,2,0
Guinea,2015-08-13,3792.0,2524.0,5.0,1.25,0,0.0,0.0,0.0,5.0,2.500000000001924,10.0,8,33,2,0
Guinea,2015-08-14,3791.0,2524.0,0.0,1.25,0,5.0,0.0,0.0,5.0,2.500000000001924,-1.0,8,33,2,0
Guinea,2015-08-17,3790.0,2524.0,0.0,1.25,0,0.0,5.0,0.0,5.0,2.500000000001924,0.0,8,34,2,0
Guinea,2015-08-18,3786.0,2524.0,0.0,1.25,0,0.0,0.0,5.0,5.0,2.500000000001924,0.0,8,34,2,0
Guinea,2015-08-19,3786.0,2524.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,34,2,0
Guinea,2015-08-20,3792.0,2526.0,6.0,1.5,0,0.0,0.0,0.0,6.0,3.0000000000016036,10.0,8,34,2,0
Guinea,2015-08-21,3795.0,2526.0,3.0,2.25,0,6.0,0.0,0.0,6.0,2.87228132327069,-0.5,8,34,2,0
Guinea,2015-08-24,3790.0,2527.0,0.0,2.25,0,3.0,6.0,0.0,6.0,2.87228132327069,-1.0,8,35,2,0
Guinea,2015-08-25,3792.0,2527.0,2.0,2.75,0,0.0,3.0,6.0,6.0,2.5000000000019256,10.0,8,35,2,0
Guinea,2015-08-26,3792.0,2527.0,0.0,1.25,0,2.0,0.0,3.0,3.0,1.5000000000032065,-1.0,8,35,2,0
Guinea,2015-08-27,3797.0,2528.0,5.0,1.75,0,0.0,2.0,0.0,5.0,2.36290781312834,10.0,8,35,2,0
Guinea,2015-08-28,3797.0,2528.0,0.0,1.75,0,5.0,0.0,2.0,5.0,2.36290781312834,-1.0,8,35,2,0
Guinea,2015-08-31,3790.0,2528.0,0.0,1.25,0,0.0,5.0,0.0,5.0,2.500000000001924,0.0,8,36,2,0
Guinea,2015-09-01,3792.0,2529.0,2.0,1.75,0,0.0,0.0,5.0,5.0,2.36290781312834,10.0,9,36,3,0
Guinea,2015-09-02,3792.0,2529.0,0.0,0.5,0,2.0,0.0,0.0,2.0,1.000000000004808,-1.0,9,36,3,0
Guinea,2015-09-03,3792.0,2529.0,0.0,0.5,0,0.0,2.0,0.0,2.0,1.000000000004808,0.0,9,36,3,0
